,ticker,stockRating,valuation,financialHealth,businessModel,businessOperation,rsRating,taScore,highestPrice,lowestPrice,priceChange3m,priceChange1y,beta,alpha,businessModel_delme,businessEfficiency,assetQuality,cashFlowQuality,bom,businessAdministration,productService,businessAdvantage,companyPosition,industry,operationRisk,industryEn,loanGrowth,depositGrowth,netInterestIncomeGrowth,netInterestMargin,costToIncome,netIncomeTOI,businessOperation_delme,avgROE,avgROA,last5yearsNetProfitGrowth,last5yearsRevenueGrowth,last5yearsOperatingProfitGrowth,last5yearsEBITDAGrowth,last5yearsFCFFGrowth,lastYearGrossProfitMargin,lastYearOperatingProfitMargin,lastYearNetProfitMargin,TOIGrowth,industryEn_delme,loanDeposit,badLoanGrossLoan,badLoanAsset,provisionBadLoan,financialHealth_delme,netDebtEquity,currentRatio,quickRatio,interestCoverage,netDebtEBITDA,industryEn_delme,valuation_delme,pe,pb,ps,evebitda,dividendRate,industryEn_delme,loanDeposit_delme,badLoanGrossLoan_delme,badLoanAsset_delme,provisionBadLoan_delme,financialHealth_delme,netDebtEquity_delme,currentRatio_delme,quickRatio_delme,interestCoverage_delme,netDebtEBITDA_delme
866,NDP,2.8,2.8,4.2,3.5,1.8,1.9,,29000.0,16700.0,0.228,-0.164,-0.12,0.0004,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Pharmaceuticals,,,,,,,1.8,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,Pharmaceuticals,,,,,4.2,5.0,5.0,5.0,5.0,1.0,Pharmaceuticals,2.9,3.0,3.0,1.0,3.0,4.0,,,,,,3.6,4.0,4.0,4.0,3.0,3.0
867,NDT,,4.3,2.6,,2.4,,,29688.9,6474.0,-0.511,-0.697,0.73,-0.0032,,,,,,,,,,,,Clothing & Accessories,,,,,,,2.4,2.0,2.0,4.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,,Clothing & Accessories,,,,,2.6,1.0,3.0,3.0,4.0,2.0,Clothing & Accessories,4.3,5.0,5.0,5.0,3.0,3.0,,,,,,3.4,4.0,4.0,4.0,3.0,3.0
868,NDW,,3.8,4.6,,2.1,,,10000.0,7979.6,0.0,0.25,-0.1,0.0009,,,,,,,,,,,,Water,,,,,,,2.1,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,,Water,,,,,4.6,5.0,4.0,4.0,5.0,5.0,Water,3.8,3.0,4.0,2.0,5.0,4.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
869,NDX,,4.5,4.8,,1.4,,,11797.5,4600.0,-0.116,-0.384,0.93,-0.0008,,,,,,,,,,,,Building Materials & Fixtures,,,,,,,1.4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,Building Materials & Fixtures,,,,,4.8,4.0,5.0,5.0,5.0,5.0,Building Materials & Fixtures,4.5,4.0,5.0,5.0,4.0,5.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
870,NED,2.7,3.3,2.6,3.5,2.7,3.3,1.0,14442.0,3889.0,-0.261,-0.543,0.93,-0.0014,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Heavy Construction,,,,,,,2.7,3.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,,Heavy Construction,,,,,2.6,3.0,2.0,3.0,2.0,3.0,Heavy Construction,3.3,3.0,4.0,1.0,3.0,5.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
871,NET,2.9,3.0,4.2,3.0,2.7,3.2,1.0,52727.8,39000.0,-0.163,-0.187,0.21,-0.0003,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Personal Products,,,,,,,2.7,5.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,,Personal Products,,,,,4.2,5.0,3.0,3.0,5.0,5.0,Personal Products,3.0,3.0,2.0,4.0,3.0,4.0,,,,,,3.4,4.0,4.0,4.0,3.0,3.0
872,NFC,,4.0,4.4,,1.6,,,20000.0,10100.0,-0.41,-0.122,0.25,0.0035,,,,,,,,,,,,Specialty Chemicals,,,,,,,1.6,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,Specialty Chemicals,,,,,4.4,4.0,5.0,3.0,5.0,5.0,Specialty Chemicals,4.0,4.0,4.0,5.0,3.0,5.0,,,,,,3.7,4.0,4.0,4.0,3.0,4.0
873,NGC,,1.8,2.6,,2.1,,,19800.0,10200.0,-0.272,0.268,-0.08,0.0011,,,,,,,,,,,,Farming & Fishing,,,,,,,2.1,1.0,1.0,5.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,,Farming & Fishing,,,,,2.6,5.0,2.0,3.0,2.0,1.0,Farming & Fishing,1.8,1.0,1.0,5.0,2.0,1.0,,,,,,3.4,4.0,3.0,3.0,3.0,3.0
874,NHA,2.0,1.5,3.6,3.0,1.3,1.6,1.0,75127.5,7690.0,-0.447,-0.628,1.72,-0.0008,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Heavy Construction,,,,,,,1.3,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,Heavy Construction,,,,,3.6,4.0,3.0,3.0,5.0,3.0,Heavy Construction,1.5,1.0,3.0,1.0,1.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
875,NHC,2.6,2.8,4.2,,2.4,,1.0,35000.0,24141.4,-0.003,0.025,0.07,0.0007,,,,,,,,,,,,Building Materials & Fixtures,,,,,,,2.4,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,,Building Materials & Fixtures,,,,,4.2,5.0,5.0,5.0,1.0,5.0,Building Materials & Fixtures,2.8,3.0,3.0,1.0,2.0,5.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
876,NHH,2.9,3.3,3.6,3.4,2.5,2.0,2.5,31280.0,10650.0,-0.003,-0.516,1.13,-0.0011,3.4,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,Commodity Chemicals,,,,,,,2.5,3.0,2.0,1.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,,Commodity Chemicals,,,,,3.6,4.0,3.0,3.0,4.0,4.0,Commodity Chemicals,3.3,3.0,4.0,5.0,3.0,1.0,,,,,,3.7,4.0,4.0,4.0,3.0,4.0
877,NHP,,4.5,3.0,,1.0,,,3600.0,700.0,-0.298,-0.766,0.22,-0.0042,,,,,,,,,,,,Containers & Packaging,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Containers & Packaging,,,,,3.0,4.0,2.0,3.0,1.0,5.0,Containers & Packaging,4.5,5.0,5.0,5.0,5.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
878,NHT,2.8,3.5,3.2,3.5,3.7,2.1,1.0,26279.9,12538.0,-0.234,-0.414,0.43,-0.0012,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Toys,,,,,,,3.7,3.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,,Toys,,,,,3.2,3.0,2.0,2.0,5.0,4.0,Toys,3.5,4.0,4.0,5.0,3.0,1.0,,,,,,3.4,4.0,4.0,4.0,3.0,3.0
879,NHV,,1.3,4.0,,2.5,,,56696.0,14223.5,0.151,1.833,-0.03,0.0055,,,,,,,,,,,,Nonferrous Metals,,,,,,,2.5,3.0,4.0,3.0,1.0,3.0,5.0,1.0,1.0,2.0,2.0,,Nonferrous Metals,,,,,4.0,4.0,5.0,5.0,1.0,5.0,Nonferrous Metals,1.3,1.0,2.0,1.0,1.0,1.0,,,,,,3.2,3.0,3.0,3.0,3.0,3.0
880,NJC,,4.0,1.8,,1.7,,,36398.7,14288.0,-0.201,-0.508,-0.04,0.002,,,,,,,,,,,,Clothing & Accessories,,,,,,,1.7,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Clothing & Accessories,,,,,1.8,1.0,3.0,3.0,1.0,1.0,Clothing & Accessories,4.0,5.0,4.0,5.0,2.0,5.0,,,,,,3.4,4.0,4.0,4.0,3.0,3.0
881,NKG,2.8,4.1,3.2,3.0,3.6,1.6,1.0,41667.9,7400.0,-0.429,-0.565,1.59,-0.0008,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Steel,,,,,,,3.6,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,,Steel,,,,,3.2,3.0,3.0,2.0,5.0,3.0,Steel,4.1,5.0,4.0,5.0,3.0,4.0,,,,,,3.2,3.0,3.0,3.0,3.0,3.0
882,NLG,2.6,2.4,4.4,3.0,3.4,1.4,1.0,64398.0,17650.0,-0.245,-0.444,1.67,-0.0001,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Real Estate Holding & Development,,,,,,,3.4,3.0,3.0,5.0,4.0,3.0,5.0,2.0,4.0,3.0,2.0,,Real Estate Holding & Development,,,,,4.4,4.0,5.0,3.0,5.0,5.0,Real Estate Holding & Development,2.5,1.0,4.0,2.0,2.0,4.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
883,NLS,,4.5,2.4,,2.7,,,4500.0,4450.2,0.0,0.011,0.0,0.0,,,,,,,,,,,,Water,,,,,,,2.7,3.0,3.0,5.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,,Water,,,,,2.4,5.0,2.0,3.0,1.0,1.0,Water,4.5,5.0,5.0,5.0,5.0,1.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
884,NNC,2.2,1.5,4.2,2.7,2.1,1.9,1.0,30050.0,13550.0,0.037,-0.348,0.61,-0.0009,2.7,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,Building Materials & Fixtures,,,,,,,2.1,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,,Building Materials & Fixtures,,,,,4.2,5.0,5.0,5.0,1.0,5.0,Building Materials & Fixtures,1.5,1.0,3.0,1.0,1.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
885,NNG,2.6,2.9,4.0,3.0,1.7,3.3,1.0,26500.0,13200.0,-0.337,-0.144,0.07,0.0004,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Commodity Chemicals,,,,,,,1.7,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,Commodity Chemicals,,,,,4.0,4.0,3.0,3.0,5.0,5.0,Commodity Chemicals,2.8,3.0,3.0,3.0,3.0,1.0,,,,,,3.7,4.0,4.0,4.0,3.0,4.0
886,NNT,2.6,3.1,3.2,3.5,3.0,1.6,1.0,40000.0,31500.9,-0.082,-0.041,0.01,0.0004,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Water,,,,,,,3.0,5.0,4.0,4.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,,Water,,,,,3.2,4.0,5.0,5.0,1.0,1.0,Water,3.1,4.0,3.0,2.0,4.0,1.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
887,NOS,,2.5,2.0,,1.2,,,5800.0,983.0,-0.426,-0.636,0.33,-0.0021,,,,,,,,,,,,Marine Transportation,,,,,,,1.2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,Marine Transportation,,,,,2.0,5.0,1.0,2.0,1.0,1.0,Marine Transportation,2.5,5.0,1.0,5.0,1.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
888,NQB,2.6,1.8,3.8,,3.1,1.9,,22910.6,17356.5,-0.002,-0.131,-0.03,-0.0004,,,,,,,,,,,,Water,,,,,,,3.1,1.0,2.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,,Water,,,,,3.8,4.0,2.0,3.0,5.0,5.0,Water,1.8,1.0,3.0,1.0,2.0,1.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
889,NQN,2.4,2.8,2.4,3.2,2.3,3.0,1.0,18576.8,13500.0,0.0,-0.042,-0.02,0.0003,3.2,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,Water,,,,,,,2.3,2.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,2.0,2.0,,Water,,,,,2.4,3.0,1.0,2.0,3.0,3.0,Water,2.8,2.0,3.0,2.0,4.0,2.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
890,NQT,,3.5,5.0,,2.9,,,8030.8,8000.0,0.0,-0.004,0.0,0.0,,,,,,,,,,,,Water,,,,,,,2.9,2.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,,Water,,,,,5.0,5.0,5.0,5.0,5.0,5.0,Water,3.5,3.0,4.0,2.0,4.0,4.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
891,NRC,3.2,4.3,4.6,3.0,4.9,1.3,1.0,29905.4,4100.0,-0.68,-0.823,1.0,-0.0049,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Real Estate Holding & Development,,,,,,,4.9,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Real Estate Holding & Development,,,,,4.6,4.0,4.0,5.0,5.0,5.0,Real Estate Holding & Development,4.3,5.0,5.0,3.0,5.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
892,NS2,2.6,2.9,3.8,3.4,2.2,2.2,1.0,11322.9,5500.0,-0.128,-0.253,0.32,0.0002,3.4,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Water,,,,,,,2.2,1.0,2.0,2.0,2.0,1.0,5.0,1.0,5.0,1.0,2.0,,Water,,,,,3.8,4.0,3.0,4.0,3.0,5.0,Water,2.9,1.0,4.0,3.0,4.0,2.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
893,NSC,3.0,4.1,4.2,3.2,2.9,2.6,1.0,94607.7,66800.0,-0.156,-0.113,0.35,0.0001,3.2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Farming & Fishing,,,,,,,2.9,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,,Farming & Fishing,,,,,4.2,4.0,4.0,3.0,5.0,5.0,Farming & Fishing,4.1,4.0,4.0,4.0,4.0,5.0,,,,,,3.4,4.0,3.0,3.0,3.0,3.0
894,NSG,,1.5,2.4,,1.3,,,14321.0,5700.0,0.0,0.867,-0.02,0.0027,,,,,,,,,,,,Commodity Chemicals,,,,,,,1.3,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,Commodity Chemicals,,,,,2.4,4.0,3.0,3.0,1.0,1.0,Commodity Chemicals,1.5,1.0,3.0,1.0,1.0,1.0,,,,,,3.7,4.0,4.0,4.0,3.0,4.0
895,NSH,,3.5,1.6,,1.1,,,18500.0,3000.0,-0.538,-0.679,1.8,-0.0015,,,,,,,,,,,,Aluminum,,,,,,,1.1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Aluminum,,,,,1.6,1.0,3.0,2.0,1.0,1.0,Aluminum,3.5,5.0,5.0,5.0,1.0,1.0,,,,,,3.2,3.0,3.0,3.0,3.0,3.0
896,NSL,,2.6,3.4,,1.7,,,18700.0,14270.3,0.075,0.13,-0.13,0.0003,,,,,,,,,,,,Water,,,,,,,1.7,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Water,,,,,3.4,5.0,5.0,5.0,1.0,1.0,Water,2.6,3.0,3.0,2.0,3.0,1.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
897,NSS,,4.5,3.4,,2.7,,,4000.0,4000.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,Farming & Fishing,,,,,,,2.7,4.0,5.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,,Farming & Fishing,,,,,3.4,5.0,5.0,5.0,1.0,1.0,Farming & Fishing,4.5,5.0,5.0,5.0,5.0,1.0,,,,,,3.4,4.0,3.0,3.0,3.0,3.0
898,NST,,4.3,3.0,3.4,1.3,,,11375.2,6000.0,0.015,-0.269,0.41,-0.0003,3.4,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Tobacco,,,,,,,1.3,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,Tobacco,,,,,3.0,3.0,3.0,3.0,4.0,2.0,Tobacco,4.3,4.0,5.0,5.0,3.0,5.0,,,,,,3.4,4.0,4.0,4.0,3.0,3.0
899,NT2,3.4,3.1,4.2,4.8,1.8,4.0,2.5,31069.7,19607.6,-0.054,0.232,1.08,0.0024,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,Conventional Electricity,,,,,,,1.8,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,Conventional Electricity,,,,,4.2,4.0,3.0,4.0,5.0,5.0,Conventional Electricity,3.1,3.0,3.0,3.0,3.0,4.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
900,NTB,,3.5,2.8,,1.0,,,2600.0,500.0,-0.3,-0.731,0.25,-0.004,,,,,,,,,,,,Real Estate Holding & Development,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Real Estate Holding & Development,,,,,2.8,5.0,1.0,2.0,1.0,5.0,Real Estate Holding & Development,3.5,5.0,1.0,5.0,5.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
901,NTC,3.3,2.5,4.8,3.9,4.3,3.2,1.0,224285.0,87115.0,-0.309,-0.329,0.69,-0.0006,3.9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,Real Estate Holding & Development,,,,,,,4.3,5.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,,Real Estate Holding & Development,,,,,4.8,4.0,5.0,5.0,5.0,5.0,Real Estate Holding & Development,2.5,3.0,1.0,1.0,3.0,5.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
902,NTF,,1.9,3.2,,1.1,,,24700.0,18700.0,0.0,0.123,-0.01,0.0006,,,,,,,,,,,,Pharmaceuticals,,,,,,,1.1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Pharmaceuticals,,,,,3.2,5.0,5.0,4.0,1.0,1.0,Pharmaceuticals,1.9,1.0,3.0,3.0,1.0,2.0,,,,,,3.6,4.0,4.0,4.0,3.0,3.0
903,NTH,,3.3,3.8,3.1,3.0,,,45958.2,29660.1,-0.12,0.227,0.04,0.0013,3.1,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,Conventional Electricity,,,,,,,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,,Conventional Electricity,,,,,3.8,4.0,2.0,3.0,5.0,5.0,Conventional Electricity,3.3,4.0,2.0,1.0,4.0,5.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
904,NTL,3.1,4.1,4.6,3.1,4.4,1.5,1.0,41802.0,14400.0,-0.461,-0.566,1.34,-0.0016,3.1,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,Real Estate Holding & Development,,,,,,,4.4,5.0,4.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,,Real Estate Holding & Development,,,,,4.6,5.0,5.0,3.0,5.0,5.0,Real Estate Holding & Development,4.1,5.0,4.0,2.0,4.0,5.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
905,NTP,2.9,3.4,4.0,3.0,2.5,3.4,1.0,58970.3,26011.4,-0.181,-0.378,0.8,-0.0006,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Building Materials & Fixtures,,,,,,,2.5,4.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,,Building Materials & Fixtures,,,,,4.0,4.0,3.0,3.0,5.0,5.0,Building Materials & Fixtures,3.4,4.0,3.0,3.0,3.0,4.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
906,NTT,,2.3,1.8,3.3,1.2,,,14113.0,6500.0,-0.322,-0.167,0.13,0.0011,3.3,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Clothing & Accessories,,,,,,,1.2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,Clothing & Accessories,,,,,1.8,2.0,2.0,2.0,2.0,1.0,Clothing & Accessories,2.3,2.0,3.0,5.0,1.0,1.0,,,,,,3.4,4.0,4.0,4.0,3.0,3.0
907,NTW,2.8,3.3,3.4,3.5,1.5,2.3,,20213.3,14000.0,-0.069,-0.085,0.05,0.0004,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Water,,,,,,,1.5,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,Water,,,,,3.4,5.0,5.0,5.0,1.0,1.0,Water,2.6,3.0,3.0,2.0,3.0,1.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
908,NUE,,3.8,3.4,,1.7,,,12561.2,8233.0,-0.043,0.079,0.07,0.0005,,,,,,,,,,,,Waste & Disposal Services,,,,,,,1.7,2.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,,Waste & Disposal Services,,,,,3.4,5.0,5.0,5.0,1.0,1.0,Waste & Disposal Services,3.8,3.0,4.0,5.0,5.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
909,NVB,1.9,2.8,2.1,3.0,1.5,1.0,1.0,39700.0,13200.0,-0.214,-0.187,0.79,0.0008,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Banks,3.0,2.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,,,,,,,,2.0,Banks,5.0,1.0,1.0,1.0,2.1,,,,,,Banks,2.8,5.0,2.0,,,1.0,,2.0,3.0,4.0,3.0,3.0,,,,,
910,NVL,2.8,2.3,3.2,4.2,3.5,2.6,1.0,91000.0,16650.0,-0.802,-0.81,0.49,-0.0058,4.2,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,Real Estate Holding & Development,,,,,,,3.5,2.0,2.0,3.0,4.0,5.0,5.0,1.0,5.0,4.0,5.0,,Real Estate Holding & Development,,,,,3.2,2.0,5.0,3.0,5.0,1.0,Real Estate Holding & Development,2.0,2.0,4.0,1.0,1.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
911,NVP,,2.8,2.8,,1.8,,,7200.0,3714.5,0.385,0.207,-0.18,0.0014,,,,,,,,,,,,Water,,,,,,,1.8,1.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,Water,,,,,2.8,4.0,4.0,4.0,1.0,1.0,Water,2.8,1.0,4.0,3.0,4.0,1.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
912,NVT,2.3,2.6,3.8,2.6,1.9,2.0,1.0,32400.0,5120.0,-0.457,-0.283,1.54,0.0018,2.6,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,Real Estate Holding & Development,,,,,,,1.9,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,,Real Estate Holding & Development,,,,,3.8,4.0,4.0,4.0,2.0,5.0,Real Estate Holding & Development,2.6,5.0,3.0,1.0,1.0,2.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
913,NWT,,2.8,3.0,,1.2,,,10800.0,2500.0,0.0,3.0,0.03,0.0064,,,,,,,,,,,,Travel & Tourism,,,,,,,1.2,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,Travel & Tourism,,,,,3.0,4.0,4.0,5.0,1.0,1.0,Travel & Tourism,2.8,1.0,4.0,3.0,4.0,1.0,,,,,,3.2,4.0,3.0,4.0,2.0,3.0
914,NXT,,2.9,2.2,,1.5,,,20793.0,8707.4,-0.314,-0.1,-0.06,-0.0017,,,,,,,,,,,,Building Materials & Fixtures,,,,,,,1.5,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Building Materials & Fixtures,,,,,2.2,4.0,3.0,2.0,1.0,1.0,Building Materials & Fixtures,2.9,3.0,4.0,2.0,3.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
915,OCB,2.7,3.4,2.2,3.2,4.6,1.8,1.0,28800.0,12300.0,-0.05,-0.408,1.06,-0.0005,3.2,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,Banks,5.0,4.0,5.0,3.0,4.0,5.0,4.6,5.0,5.0,5.0,,,,,,,,5.0,Banks,1.0,3.0,4.0,1.0,2.2,,,,,,Banks,3.4,4.0,4.0,,,1.0,,2.0,3.0,4.0,3.0,3.0,,,,,
916,OCH,2.4,3.8,3.8,3.5,1.3,1.3,1.0,16600.0,5900.0,-0.289,-0.438,0.68,-0.0004,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Food Products,,,,,,,1.3,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,Food Products,,,,,3.8,5.0,4.0,4.0,1.0,5.0,Food Products,3.8,5.0,4.0,1.0,5.0,1.0,,,,,,3.4,4.0,3.0,3.0,3.0,3.0
917,ODE,,1.0,3.4,,2.2,,,83024.0,37088.0,-0.229,-0.143,0.56,0.0006,,,,,,,,,,,,Broadcasting & Entertainment,,,,,,,2.2,5.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,,Broadcasting & Entertainment,,,,,3.4,5.0,5.0,5.0,1.0,1.0,Broadcasting & Entertainment,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,3.7,5.0,4.0,4.0,3.0,3.0
918,OGC,2.5,2.1,4.6,2.3,2.1,2.7,1.0,20500.0,6060.0,-0.611,-0.321,1.29,0.0011,2.3,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,Specialty Finance,,,,,,,2.1,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,,Specialty Finance,,,,,4.6,5.0,4.0,4.0,5.0,5.0,Specialty Finance,1.8,1.0,3.0,1.0,2.0,1.0,,1.0,2.0,3.0,2.0,4.1,4.0,5.0,5.0,4.0,4.0
919,OIL,2.5,3.3,4.2,3.0,1.5,2.0,1.0,21082.2,6196.0,-0.382,-0.503,0.83,-0.0013,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Exploration & Production,,,,,,,1.5,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,Exploration & Production,,,,,4.2,4.0,3.0,4.0,5.0,5.0,Exploration & Production,3.3,2.0,4.0,5.0,3.0,3.0,,,,,,3.8,4.0,4.0,4.0,3.0,3.0
920,ONE,,3.3,2.6,,1.3,,,13000.0,5900.0,-0.111,-0.238,0.59,0.0002,,,,,,,,,,,,Computer Hardware,,,,,,,1.3,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,Computer Hardware,,,,,2.6,3.0,3.0,3.0,3.0,1.0,Computer Hardware,3.3,4.0,4.0,5.0,2.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
